"","CBN11.1","CBN7.1","CBN10.2","CBN6.2","CBN10.1","CBN12.1","CBN1.1","CBN9.2","CBN13.2","CBN13.1","CBN16.1","CBN17.1"
"K02715..PsbN.protein",0,0,0,0,0,6.87214112461219e-11,0,0,0,0,0,0
"K02716..photosystem.II.oxygen.evolving.enhancer.protein.1",0,0,4.43614805166039e-11,0,0,0,0,4.90147161074484e-10,1.90121796841448e-10,0,0,0
"K02720..photosystem.II.cytochrome.c550",5.30397181174913e-10,0,6.50651946680238e-09,0,0,3.0805843031733e-11,0,1.08436515423941e-09,3.63040709175254e-09,1.83300272466733e-09,0,4.79424589563049e-10
"K02724..photosystem.II.PsbZ.protein",0,0,0,0,0,0,0,0,8.83314673692241e-11,0,0,0
"K02742..SprT.protein",3.37111068185407e-07,2.19621072134785e-06,2.45727947916669e-08,1.45050144435853e-08,1.84487169318e-08,4.90410132157215e-08,2.07747192147082e-07,7.13226230517833e-08,1.63636305885845e-07,1.07084985519029e-07,1.65078371000344e-08,7.72048316641059e-09
"K02744..PTS.system..N.acetylgalactosamine.specific.IIA.component..EC.2.7.1.69.",1.39349625113844e-05,4.46614927060047e-05,5.0801115032233e-06,6.2742079709552e-06,5.31226374452528e-06,7.19619316050767e-06,5.75621008933894e-06,5.27380000012144e-06,5.21717488021378e-06,7.8262111606919e-06,1.15697548040547e-05,2.60457090399398e-06
"K02745..PTS.system..N.acetylgalactosamine.specific.IIB.component..EC.2.7.1.69.",1.07312901042741e-05,3.6918184242371e-05,4.64507556199351e-06,5.22221479062718e-06,2.18294197786293e-06,5.50508706341864e-06,4.3515333022882e-06,4.16008920779997e-06,4.73475676697518e-06,7.02425318237688e-06,1.1252221055433e-05,2.23591082366705e-06
"K02746..PTS.system..N.acetylgalactosamine.specific.IIC.component",1.1332812197534e-05,4.75263288977656e-05,2.64991765696493e-06,3.30495210196904e-06,1.59029126379521e-06,4.21711664334288e-06,3.97002160572422e-06,3.16176791829577e-06,3.74169549025517e-06,6.77740546003021e-06,5.26959426864569e-06,2.24100127901851e-06
"K02747..PTS.system..N.acetylgalactosamine.specific.IID.component",1.24239028396307e-05,5.2667850318602e-05,2.78829802003984e-06,3.50611678930779e-06,1.70407163647958e-06,4.45573667166603e-06,4.33651055072917e-06,3.39761720736025e-06,4.0179554768367e-06,7.35875769788284e-06,5.45978888424742e-06,2.43067461010127e-06
"K02755..PTS.system..beta.glucosides.specific.IIA.component..EC.2.7.1.69.",6.14891427885555e-07,3.71772333982918e-06,3.02642379576039e-08,5.20653167753143e-08,4.33466281472933e-08,5.77129251262754e-08,2.60551084812052e-07,1.13346124216104e-07,8.65113074911167e-08,1.76732397603008e-07,5.40838716658448e-08,6.70889750889806e-08
"K02756..PTS.system..beta.glucosides.specific.IIB.component..EC.2.7.1.69.",1.76733214120629e-06,9.25661873941693e-06,1.47835373401518e-07,3.71684937065963e-07,1.30871504963352e-07,3.21799055947882e-07,6.75469896033632e-07,3.94425662537292e-07,3.94923189010705e-07,8.50642682361476e-07,2.34398685290187e-07,2.6265279303812e-07
"K02757..PTS.system..beta.glucosides.specific.IIC.component",1.69770941876068e-07,8.13517211648663e-07,1.98030800268086e-08,3.76065224527813e-08,1.2628753959024e-08,4.29454525535543e-08,5.60892602288739e-08,4.24918147214356e-08,5.05086278102268e-08,1.02568564250838e-07,3.04780603429321e-08,3.61320432454667e-08
"K02759..PTS.system..cellobiose.specific.IIA.component..EC.2.7.1.69.",8.04858712767268e-05,0.000174950300878269,6.00844983675791e-05,6.16651407388288e-05,3.20314276972767e-05,6.02560518192389e-05,4.0657299508821e-05,4.83576368842486e-05,5.15283106744718e-05,5.6767559192824e-05,0.000156848359258886,1.97525429571968e-05
"K02760..PTS.system..cellobiose.specific.IIB.component..EC.2.7.1.69.",8.91180119344156e-05,0.000198898552176292,6.37946020052035e-05,6.52458465168259e-05,3.53927984645878e-05,6.5205605925061e-05,4.33179723839292e-05,5.02569042485204e-05,5.3203995896812e-05,6.03122088568278e-05,0.000165808291658913,1.92289451900855e-05
"K02761..PTS.system..cellobiose.specific.IIC.component",0.000422460345990367,0.00119726742111839,0.000319507857457192,0.000293827543067028,0.000188929332594449,0.00030479811900588,0.000234166613572969,0.000236802004231158,0.000222219308681974,0.000259045542012727,0.000888825947481445,0.000106254758206908
"K02763..PTS.system..D.glucosamine.specific.IIA.component..EC.2.7.1.69.",2.15585802345618e-07,1.29832837408412e-07,5.25698939564194e-08,2.78419981273042e-08,6.11572219481091e-08,6.30108652427122e-08,1.75254911345901e-08,2.63431880173155e-08,3.69115741123937e-08,2.61281309520763e-07,4.46334997570002e-08,5.76647381118763e-09
"K02768..PTS.system..fructose.specific.IIA.component..EC.2.7.1.69.",2.78195895632227e-05,7.39301110879443e-05,1.318565358988e-05,1.66959554412246e-05,7.70242383436132e-06,1.54168365903253e-05,1.16354334769034e-05,1.30346054972146e-05,1.5258666158478e-05,1.78243494412828e-05,2.98530017097936e-05,4.3422270637276e-06
"K02769..PTS.system..fructose.specific.IIB.component..EC.2.7.1.69.",3.95508018562929e-05,7.00474268107835e-05,1.1043473403398e-05,1.08231745800141e-05,6.19372141478722e-06,1.06231501296969e-05,9.09849518912573e-06,8.65283740469547e-06,9.5239939599311e-06,2.1819132305376e-05,2.00345678937084e-05,3.31542098707679e-06
"K02770..PTS.system..fructose.specific.IIC.component",0.000141520760113765,0.000180166485909446,7.93388994386761e-05,9.03501267532036e-05,4.14731820000705e-05,8.45930250315422e-05,4.8824204762222e-05,6.71866499213542e-05,8.0629230172426e-05,0.000102135695180027,0.00017491050564862,2.13453993699082e-05
"K02771..PTS.system..fructose.specific.IID.component",1.15545972167609e-05,2.65787433809055e-05,1.940641206537e-06,3.22081135049311e-06,7.81324492638751e-06,6.32750492596556e-06,3.37161970181988e-06,4.03845710682183e-06,2.81030919860627e-06,4.26467332988439e-06,1.59222428519341e-06,1.83985967532004e-06
"K02773..PTS.system..galactitol.specific.IIA.component..EC.2.7.1.69.",2.20824114062475e-05,9.77213883212825e-05,6.1491891931469e-06,8.50759216022341e-06,6.92336715996117e-06,8.0519252505886e-06,1.09386536339347e-05,7.37272991608849e-06,6.72264650116364e-06,1.0790763790677e-05,1.53501330184793e-05,3.48722452774262e-06
"K02774..PTS.system..galactitol.specific.IIB.component..EC.2.7.1.69.",1.70995018227246e-05,5.80890618846913e-05,8.05466762189153e-06,1.04835149456227e-05,4.66597646217436e-06,8.89175892131829e-06,8.45463874349523e-06,7.35524268767401e-06,7.43135698784876e-06,1.06909469030005e-05,2.10427696521896e-05,3.07704607807651e-06
"K02775..PTS.system..galactitol.specific.IIC.component",0.000192969124653794,0.00047760830243452,0.00018132831506035,0.000181564487513119,0.000237528055584784,0.000161452481805672,0.000394596794591748,0.00028589960520745,0.000239133953901715,0.000139816647262082,0.000512876942518516,0.000266289769367997
"K02777..PTS.system..glucose.specific.IIA.component..EC.2.7.1.69.",0.00012677806237539,0.000249333476994219,5.96496619172315e-05,6.9765505365213e-05,4.21858445471898e-05,7.0946561339806e-05,4.60042947171632e-05,5.61228053462869e-05,6.36130231833183e-05,8.46815183437805e-05,0.000131251518045332,1.94872775397399e-05
"K02778..PTS.system..glucose.specific.IIB.component..EC.2.7.1.69.",3.95216933212418e-06,8.89206712584146e-06,1.86647135636457e-06,2.37288521664368e-06,1.0545708368725e-06,2.35923432237191e-06,1.46726276606246e-06,1.87690149829302e-06,2.26865503776259e-06,3.02717828838714e-06,4.15102118697651e-06,6.46625133085876e-07
"K02781..PTS.system..glucitol.sorbitol.specific.IIA.component..EC.2.7.1.69.",8.19056763509333e-06,3.17709786215968e-05,9.53852808155716e-07,1.25773102519821e-06,4.93668873132732e-06,3.07732095160508e-06,3.29786085778027e-06,2.40245619724503e-06,1.49027684519972e-06,2.31541141744245e-06,9.44230264739717e-07,1.01686775872678e-06
"K02782..PTS.system..glucitol.sorbitol.specific.IIB.component..EC.2.7.1.69.",5.64237837424957e-07,2.61256628320223e-06,4.81297465012222e-08,6.91833470640635e-08,1.42253848942745e-07,1.62575639218976e-07,2.06431802838226e-07,1.70248031800346e-07,8.27421463764114e-08,2.56798662038621e-07,9.1665887865543e-08,3.30811464579291e-08
"K02783..PTS.system..glucitol.sorbitol.specific.IIC.component",9.83817641401546e-06,3.01677639646744e-05,1.39201359103921e-06,1.81289142224145e-06,5.5563107747357e-06,4.45604073303585e-06,3.03997908614375e-06,3.20629844742799e-06,2.10683944207568e-06,3.2132621479464e-06,1.2240266037257e-06,1.27875897338322e-06
"K02784..phosphocarrier.protein.HPr",6.24904740384378e-06,5.83924808213594e-07,3.43120981135633e-06,4.97541628543503e-06,5.25635592458841e-07,2.7375042846411e-06,1.63403428248543e-06,4.16895197677414e-07,3.07604155056939e-06,3.43950022170312e-06,5.14327436975165e-07,5.37979613611925e-07
"K02786..PTS.system..lactose.specific.IIA.component..EC.2.7.1.69.",1.00273162347538e-05,4.23303552336427e-05,3.1396905539651e-06,3.7454161580598e-06,2.47502617078479e-06,3.90526204268504e-06,4.326487168745e-06,3.56005534273252e-06,3.71187217884114e-06,5.59329481535106e-06,7.53603582063525e-06,1.87472478556217e-06
"K02793..PTS.system..mannose.specific.IIA.component..EC.2.7.1.69.",4.37389212001281e-05,0.000121915499883784,2.76635789360309e-05,2.96256930607104e-05,1.43869682282554e-05,2.82569720405367e-05,2.18016779046498e-05,2.20746464376684e-05,2.3304444078015e-05,2.91146362262795e-05,7.23313469743431e-05,9.13699318736403e-06
"K02794..PTS.system..mannose.specific.IIB.component..EC.2.7.1.69.",9.09398142207126e-05,0.00018717406539728,6.49559864859712e-05,6.92432922856104e-05,3.87539003836709e-05,6.82204455064374e-05,4.48228942682762e-05,5.09822949692509e-05,5.24385294761523e-05,6.24120123330514e-05,0.0001664828323227,1.99305002981859e-05
"K02795..PTS.system..mannose.specific.IIC.component",0.000155674561670039,0.000433785904733496,8.32968993304651e-05,9.4234533878277e-05,6.20451021120597e-05,9.50648116798633e-05,7.34103130314468e-05,7.27900084147014e-05,7.28961153063287e-05,9.52255739517123e-05,0.000210209570955866,3.04978208489614e-05
"K02796..PTS.system..mannose.specific.IID.component",0.000163076275233547,0.000430050245056591,0.000105804789914611,0.00011527448848374,5.75974329368001e-05,0.000107999896325584,8.22804278958138e-05,8.3967015759195e-05,8.8049586564203e-05,0.000110655726493711,0.000277183870191587,3.39117439647768e-05
"K02798..PTS.system..mannitol.specific.IIA.component..EC.2.7.1.69.",7.01266833550092e-05,5.80716527812097e-05,2.29840835187186e-05,2.68432315858e-05,1.16458468780091e-05,2.1054228861105e-05,1.32060245069157e-05,8.85979638467606e-06,1.81735819401056e-05,3.54450447622071e-05,1.4457680272205e-05,5.12277790770234e-06
"K02799..PTS.system..mannitol.specific.IIB.component..EC.2.7.1.69.",8.7373294117062e-06,3.74412792321904e-06,5.88086886278998e-06,7.46251449352469e-06,1.47289184866414e-06,5.00731112698132e-06,2.95618027093366e-06,2.16296816704837e-06,4.92102139981764e-06,5.54075718122582e-06,7.13725234763599e-06,1.15409265672499e-06
"K02800..PTS.system..mannitol.specific.IIC.component",8.40930997537239e-05,6.29338273140389e-05,3.77942255391473e-05,4.59144444467381e-05,1.7890262220576e-05,3.59307185696053e-05,2.09902816357043e-05,1.65252362917952e-05,3.13949960449515e-05,4.61095751856899e-05,3.87144794845567e-05,8.62782756784803e-06
"K02802..PTS.system..N.acetylglucosamine.specific.IIA.component..EC.2.7.1.69.",0,0,0,0,0,0,0,0,4.50631914543186e-11,0,0,0
"K02803..PTS.system..N.acetylglucosamine.specific.IIB.component..EC.2.7.1.69.",1.89746229799067e-06,5.09932628798342e-06,1.27871468632051e-06,1.31841803962525e-06,5.44580101583678e-07,1.26732844754297e-06,9.26810901251881e-07,9.95483707663613e-07,1.09667324750261e-06,1.35622129417273e-06,3.38292994233906e-06,3.72830431846283e-07
"K02804..PTS.system..N.acetylglucosamine.specific.IIC.component",0.00010623694119988,0.000154149401047626,7.77002746075274e-05,8.5236807702245e-05,4.2996201104959e-05,8.3893961791578e-05,4.68711068063558e-05,6.34200649086796e-05,7.37427848298812e-05,8.19733886343739e-05,0.000189205110968632,2.12117294701962e-05
"K02805..lipopolysaccharide.biosynthesis.protein",0.000105145173416508,0.000129732816815309,5.34599592854693e-05,8.21834710264608e-05,0.000189865092430903,8.54571970913056e-05,0.000107069546383431,0.000174698000770808,0.000157689306758007,0.000102313858436784,7.68577683641484e-05,0.000143901619038032
"K02806..PTS.system..nitrogen.regulatory.IIA.component..EC.2.7.1.69.",4.24183041749126e-05,4.27464507738455e-05,2.66702729096796e-05,3.25195905009641e-05,1.92411720634072e-05,3.15980490251712e-05,1.58619053583627e-05,2.16203396989318e-05,2.77273956256619e-05,2.99566253188003e-05,5.03980988959708e-05,7.61292674771098e-06
"K02812..PTS.system..sorbose.specific.IIA.component..EC.2.7.1.69.",1.51889077364269e-07,9.89981149156689e-07,6.00357986814501e-09,6.53839393816554e-09,8.31608816543842e-09,1.42781328964082e-08,8.10551697793747e-08,1.98457800905814e-08,3.78757679911474e-08,3.47775346927913e-08,7.44120196824914e-09,1.21656344621789e-08
"K02813..PTS.system..sorbose.specific.IIB.component..EC.2.7.1.69.",2.99648680928724e-07,1.83132076702213e-06,1.68124617055498e-08,2.54858348067982e-08,1.77909623504326e-08,3.71785889475865e-08,1.42800600527563e-07,4.82549439368277e-08,7.27901123970906e-08,9.38324574321784e-08,2.38863312488568e-08,3.33618488961263e-08
"K02814..PTS.system..sorbose.specific.IIC.component",5.33146515700873e-07,3.16271770867157e-06,3.41342413573456e-08,4.89808090057098e-08,3.51896036056858e-08,7.09578760189627e-08,2.45056901233171e-07,9.01983774439352e-08,1.28082005878177e-07,1.76478235547437e-07,4.66914454953943e-08,6.03599662563943e-08
"K02815..PTS.system..sorbose.specific.IID.component",5.08435020490525e-07,3.0914287343991e-06,2.94036482255456e-08,4.48879348488507e-08,3.03680975618701e-08,6.54506533989977e-08,2.40465162872576e-07,8.58446662821445e-08,1.2550832791494e-07,1.62911913378844e-07,4.17323107372277e-08,5.7830350644078e-08
"K02821..PTS.system..ascorbate.specific.IIA.component..EC.2.7.1.69.",6.04489385711387e-05,9.87210299576365e-05,1.20893619798761e-05,9.65613735595677e-06,4.31569151696475e-06,9.59371546819475e-06,9.64743524560272e-06,7.79375765643388e-06,8.3985250473285e-06,3.38450119340546e-05,1.6962658132857e-05,4.18704780877075e-06
"K02822..PTS.system..ascorbate.specific.IIB.component..EC.2.7.1.69.",5.93288810546951e-05,7.35495368076542e-05,1.9237536586559e-05,1.66983152120377e-05,6.93572678541265e-06,1.58004996405054e-05,1.16607666274373e-05,1.18044802133826e-05,1.28522746222168e-05,3.54268462194291e-05,3.88882780006645e-05,4.97713996438125e-06
"K02823..dihydroorotate.dehydrogenase.electron.transfer.subunit",0.00048362267093573,0.00045365140593813,0.000282730979602687,0.000400217142659408,0.000516528364743453,0.000363700999745422,0.000473287954360129,0.00051795517404379,0.000545399328873383,0.000395183514931831,0.000367196512790579,0.000409751079154007
"K02824..uracil.permease",0.000558072447295967,0.000792184141075265,0.00045973634341199,0.000473187229270637,0.000660755983813815,0.000506801948847378,0.000529241363856117,0.000649509718886613,0.000614186735449912,0.000450825752399793,0.000914917124136837,0.000489535398286719
"K02825..pyrimidine.operon.attenuation.protein...uracil.phosphoribosyltransferase..EC.2.4.2.9.",8.73272292868129e-05,0.000196236279530693,5.57728775637966e-05,4.63601866162744e-05,5.50741894939712e-05,6.60132900542198e-05,3.94654757854382e-05,4.46826796930792e-05,3.01534542705576e-05,3.93734184326931e-05,0.000164681458306966,2.15274384863154e-05
"K02826..cytochrome.aa3.600.menaquinol.oxidase.subunit.II..EC.1.10.3.12.",8.5973217379532e-06,5.56196558926008e-05,2.67298122638887e-07,4.06261869890099e-07,6.6521737942691e-07,3.47808848670712e-07,3.87565814530823e-06,1.17208306157113e-06,9.33567317899913e-07,1.75089491790789e-06,4.18065630091968e-07,4.89489633586182e-07
"K02827..cytochrome.aa3.600.menaquinol.oxidase.subunit.I..EC.1.10.3.12.",1.6304317163567e-05,0.000105385919284081,5.20807276914059e-07,7.90318945949746e-07,1.31776243451107e-06,6.70313488090803e-07,7.34326501016684e-06,2.24685495691568e-06,1.82101963645079e-06,3.36724086079108e-06,7.99405572754387e-07,9.53504287875681e-07
"K02828..cytochrome.aa3.600.menaquinol.oxidase.subunit.III..EC.1.10.3.12.",4.38591114627941e-06,2.8392214458157e-05,1.41146514401814e-07,2.14165742491344e-07,3.74072159537518e-07,1.77546287610478e-07,1.9784106079436e-06,6.08543878525704e-07,4.96527930471146e-07,9.09603791857649e-07,2.13410328357223e-07,2.79933861793868e-07
"K02829..cytochrome.aa3.600.menaquinol.oxidase.subunit.IV..EC.1.10.3.12.",2.35407696365794e-06,1.52342710802456e-05,7.48217406520296e-08,1.1350692131631e-07,1.93556198640951e-07,9.52651396295785e-08,1.0615460641108e-06,3.23997423033051e-07,2.62598742512101e-07,4.84002500030207e-07,1.14508531848036e-07,1.42960114670589e-07
"K02834..ribosome.binding.factor.A",0.000314091127820105,0.000263050462237493,0.000291570652005642,0.000281071589525095,0.000251146769780374,0.000282829963998427,0.000234081268190664,0.000247435688356277,0.000249603699090487,0.000302622825372769,0.000274728026468217,0.000255031593469037
"K02835..peptide.chain.release.factor.1",0.00104144157191752,0.00081961981703345,0.000953080319075971,0.000908796124814279,0.000804965274377685,0.00090557326545928,0.000774687339940701,0.000793335562147741,0.000803366084454448,0.00101008467710968,0.000858666157269227,0.000836551571129639
"K02836..peptide.chain.release.factor.2",0.000804345181178505,0.000835638011837648,0.000925693418182524,0.000905953613379764,0.000813661742738515,0.000911879934929258,0.000776098036334543,0.000790370605651294,0.000794836707711804,0.000852841901406126,0.000843168415477435,0.000840226012152811
"K02837..peptide.chain.release.factor.3",0.00108785297927385,0.00120205065124536,0.00073719370486267,0.000912613527523438,0.00115942862131973,0.000856644816196634,0.00106258764508924,0.00113376343623838,0.00116265733245797,0.000848384420520597,0.00122823679450285,0.000902824232046613
"K02838..ribosome.recycling.factor",0.00053167541082988,0.000423917007889099,0.000490740000212788,0.000462923886268798,0.000410053404683422,0.000470314486423583,0.000390030766091174,0.000400456914502887,0.000404357004320223,0.000507631361035324,0.000433471885874446,0.000423853246303565
"K02839..peptide.chain.release.factor",2.09247015076033e-05,4.39974355042536e-05,1.56430558784626e-05,2.10328779639101e-05,7.63122323448025e-05,1.3189656933263e-05,9.67169518156805e-05,8.1782430787835e-05,7.04525106912865e-05,2.8979652667988e-05,1.46798948992623e-05,8.52238886610571e-05
"K02840..UDP.D.galactose..glucosyl.LPS.alpha.1.6.D.galactosyltransferase..EC.2.4.1...",2.70650256397177e-05,4.26202799484473e-05,4.57142892266596e-05,3.44637645010366e-05,3.16400510254994e-05,3.09556523013667e-05,4.75403411009652e-05,2.94012680789974e-05,2.41928658538707e-05,1.77058258967815e-05,0.000126875330507799,2.70966559613198e-05
"K02841..heptosyltransferase.I..EC.2.4.....",5.52579647638203e-05,5.8032844961676e-06,0.000377627852635792,0.000254392056748906,1.95419838332482e-05,0.00028595304727704,4.85614227426435e-05,2.18049239121136e-05,1.32035338355816e-05,0.000251862067247772,2.05820753857203e-05,0.000202186451544646
"K02843..heptosyltransferase.II..EC.2.4.....",6.56866386764676e-05,2.54744694683014e-05,0.000415092315408152,0.000291700087598168,8.77881421595163e-05,0.000321808817702872,7.24019453198204e-05,5.87871919888596e-05,4.85604493397013e-05,0.000291274575252419,2.75078646997381e-05,0.000257691471922424
"K02844..UDP.glucose..heptosyl.LPS.alpha.1.3.glucosyltransferase..EC.2.4.1...",5.74400612050011e-06,1.08858265147515e-05,6.54187534120598e-06,5.89944918846121e-06,7.63701970356485e-06,6.30728709362549e-06,9.58922549664882e-06,8.61661422938703e-06,7.89044239290802e-06,7.13582381959531e-06,2.28402905922754e-06,9.94698068883611e-06
"K02846..N.methyl.L.tryptophan.oxidase..EC.1.5.3...",7.524460659164e-07,4.90428564015744e-06,5.60101060080561e-08,5.52069228538781e-08,1.57275867586789e-07,1.10323376795263e-07,4.54279878914576e-07,1.30904231829065e-07,3.56219188438037e-07,2.39015191246386e-07,3.78519808415314e-08,8.70066725235032e-08
"K02847..O.antigen.ligase..EC.6.......",5.73433862666553e-08,4.4154937261435e-09,4.59410006421379e-08,2.03980190102386e-08,2.92100204774466e-08,1.24251851183384e-07,1.11666392053118e-07,4.79947267326147e-09,2.07722434976151e-07,8.76822008747133e-08,3.37654409582539e-08,1.62061166444276e-08
"K02848..heptose..I..phosphotransferase..EC.2.7.1...",5.52870955957828e-07,3.60349693218457e-06,3.10235739030907e-08,2.37995264027645e-08,3.02702715273528e-08,7.42197967307422e-08,3.13165831564486e-07,1.44707031211981e-07,1.84734664556211e-07,1.47982311977516e-07,2.70857162150949e-08,2.15398555493415e-08
"K02849..heptosyltransferase.III..EC.2.4.....",2.73696139809726e-06,1.67578288855858e-06,5.71357728912913e-06,4.33985694143489e-06,1.26982693111477e-06,4.80929344399837e-06,1.61040158270167e-06,1.92485019002172e-06,2.18800237137423e-06,4.03214339424463e-06,5.89169490349823e-06,2.43925825654955e-06
"K02850..heptose..II..phosphotransferase..EC.2.7.1...",0,0,7.71442786057508e-09,0,0,4.55502607203169e-08,5.52305699370229e-08,0,8.98842803099622e-08,2.20844741110163e-08,0,0
"K02851..UDP.GlcNAc.undecaprenyl.phosphate.GlcNAc.1.phosphate.transferase..EC.2.7.8.33.",1.32666106435866e-05,7.35985652137582e-06,8.97197891677922e-06,1.49083783564201e-05,1.11200317724593e-05,8.18856288953455e-06,1.92952468776102e-05,1.33103826775578e-05,1.61167291032728e-05,1.07588029810229e-05,3.60768289646235e-06,1.45316715473661e-05
"K02852..UDP.N.acetyl.D.mannosaminuronic.acid.transferase..EC.2.4.1...",3.72237993894496e-06,3.00805963451028e-05,9.20858973856788e-06,1.49394911569216e-05,5.98332585588561e-05,7.13361464774507e-06,0.000137026934182872,5.94398161510026e-05,4.47742278176965e-05,1.74419346308192e-05,1.41130618220459e-05,6.70479597975625e-05
"K02853..4.alpha.L.fucosyltransferase..EC.2.4.1...",7.66076106639163e-08,7.62847910653703e-07,2.6722936576504e-07,2.67434160859587e-07,1.61569680189852e-06,1.87557627595545e-07,1.21526004314296e-06,1.54293493636516e-06,1.52107446347421e-06,5.62812558499454e-07,2.28214114013142e-07,1.58872621866997e-06
"K02854..AraC.family.transcriptional.regulator..L.rhamnose.operon.transcriptional.activator.RhaR",1.90284382486082e-06,2.48646291208273e-06,3.34527692602207e-07,3.11912109138295e-07,1.51403706098048e-06,1.13331119097031e-06,5.75521049107638e-07,6.02872566202427e-07,4.99638011775815e-07,2.7705457967344e-07,3.17968270781928e-07,2.65751879760634e-07
"K02855..AraC.family.transcriptional.regulator..L.rhamnose.operon.regulatory.protein.RhaS",5.21410196735353e-06,1.74946072540334e-06,2.29874460118313e-06,4.09670837481853e-06,1.47467656827109e-06,3.50112305107438e-06,1.54245630638336e-06,2.9588433965384e-06,4.61163859138565e-06,4.75701254439103e-06,2.71369735085871e-06,5.42613903385558e-07
"K02856..L.rhamnose.H..transport.protein",3.40574998624169e-05,6.68070931524211e-05,2.506593511373e-05,3.91006931917514e-05,0.000181655176062738,2.33299934558501e-05,0.000248801339070092,0.000129719867134362,0.000109548750541289,5.47599721095485e-05,2.79783992855166e-05,0.000148298767911483
"K02858..3.4.dihydroxy.2.butanone.4.phosphate.synthase..EC.4.1.99.12.",1.5103244961878e-06,1.42875939081331e-05,4.34922985647631e-06,4.65009807571202e-06,2.11545696497118e-05,1.95146483718176e-06,1.85819885920367e-05,2.68713461331228e-05,2.19520935238839e-05,7.82933751520438e-06,3.90211171923507e-06,2.69829681971821e-05
"K02859..riboflavin.biosynthesis.RibT.protein",8.80883676473389e-06,3.72827401060884e-05,2.58196678770006e-05,1.36001229296782e-05,1.02756448602476e-05,1.63200334864817e-05,1.29555315624873e-05,9.72820204695466e-06,3.03528893707234e-06,2.97617939310094e-06,8.96713998753249e-05,6.68708819602773e-06
"K02860..16S.rRNA.processing.protein.RimM",0.000311147154735719,0.000357827067675222,0.000385420781584066,0.000371287672361364,0.000307163990037605,0.000371719715500464,0.000323979801889274,0.000331437858921518,0.000322831893751703,0.000361639534826388,0.000372640597905281,0.000355484180869384
"K02862..putative.membrane.protein",1.23500124802721e-06,8.04870189649655e-06,6.95887494081532e-08,9.93550911406136e-08,3.02639881858133e-07,5.12769351352511e-08,5.60845200562711e-07,2.2908633352292e-07,2.67856833394779e-07,3.46635767260833e-07,6.04981382171565e-08,1.86620302883122e-07
"K02863..large.subunit.ribosomal.protein.L1",0.00069600574845723,0.000539639813406507,0.000629067110646411,0.000596452662264268,0.000529479805454311,0.000600828280235043,0.000503358767604175,0.000516206605880796,0.000522661811823124,0.000665472619267734,0.000566792204377506,0.000543334946168655
"K02864..large.subunit.ribosomal.protein.L10",0.000477215960294228,0.000392579189361315,0.00043987409274799,0.000424898757490286,0.000390894188799394,0.000426264389337134,0.000363713694403782,0.000377550463569598,0.000382118786951338,0.000464114232331836,0.000411911270233164,0.000391037456959128
"K02866..large.subunit.ribosomal.protein.L10e",6.39707054072653e-09,3.73357390046185e-08,3.20263214776789e-10,2.46586280751585e-10,3.13629504509952e-10,2.78331230077413e-10,2.60160834622498e-09,1.95650939470714e-09,5.35165236929684e-10,1.1388888678989e-09,2.80634408850982e-10,9.92920119261108e-10
"K02867..large.subunit.ribosomal.protein.L11",0.000436289560408519,0.000334754379445673,0.000386262675226379,0.000368546643833522,0.000327432045733886,0.000368330172469802,0.000310886772877952,0.000317482840525273,0.000323813322982713,0.000414222712759743,0.000350408029363021,0.000331774634915915
"K02869..large.subunit.ribosomal.protein.L12",7.88980305064733e-06,4.61781947497433e-06,5.42991546381108e-06,6.5162526299683e-06,4.16548938818726e-06,7.13504667330435e-06,3.278126334934e-06,5.50979793069803e-06,6.14617764559932e-06,7.31062492651355e-06,2.69645564177397e-06,4.76629204578431e-06
"K02871..large.subunit.ribosomal.protein.L13",0.000411519528594139,0.000341446913983501,0.000380654997007157,0.000365871788089614,0.00033965587849575,0.000363643027948165,0.000324798268229753,0.000329690485245008,0.000330836211093755,0.000398993214930192,0.000352816575163055,0.00034698783044513
"K02873..large.subunit.ribosomal.protein.L13e",0,0,0,0,0,1.08174157214333e-10,0,0,8.94092992573659e-11,8.04827959310025e-11,0,0
"K02874..large.subunit.ribosomal.protein.L14",0.000372752530432958,0.000284480690831444,0.000330608042332957,0.000311206696316431,0.000277542659186623,0.000317488755833517,0.000258780858222864,0.00026883730382201,0.000272259591165962,0.000350203256092773,0.000302252570638511,0.000279381388356228
"K02875..large.subunit.ribosomal.protein.L14e",1.80891879968536e-09,0,5.22986379868305e-10,0,0,0,0,3.69822575014875e-09,0,0,0,1.6350768515982e-09
"K02876..large.subunit.ribosomal.protein.L15",0.000425441441677522,0.000341038991872457,0.000375767511279309,0.000360731202276186,0.000338787405194647,0.000363689169361812,0.0003173284132437,0.000327340299009641,0.000329439649150687,0.000404278315281235,0.000353410836294644,0.000336942700951579
"K02877..large.subunit.ribosomal.protein.L15e",4.86845427463246e-08,2.12932447059706e-08,8.17211460503302e-09,1.00939048035551e-07,0,1.88616440705016e-08,3.30219330483543e-08,3.41431641969078e-09,5.16351216780671e-09,6.13696398991012e-08,0,1.5095535316208e-09
"K02878..large.subunit.ribosomal.protein.L16",0.000393654086079036,0.000323165946759525,0.000371983919117088,0.000354219775795823,0.000315172764026455,0.000357725227592641,0.000296544089701418,0.00030738569097773,0.000310310899198579,0.000386354245888752,0.000338273424479389,0.000322709714282708
