"","DS_1A","DS_1C","DS_1E","DS_2A","DS_2C","DS_2E","DS_3A","DS_3C","DS_3E","FS_1A","FS_1C","FS_1E","FS_2A","FS_2C","FS_2E","FS_3A","FS_3C","FS_3E"
"K02626..arginine.decarboxylase..EC.4.1.1.19.",7.77390288245786e-05,8.02129036314019e-05,7.65186805533594e-05,5.15897670797642e-05,6.3479317957995e-05,6.51130974784743e-05,6.80308914741672e-05,8.2104703498326e-05,6.78882093189257e-05,6.35268591548687e-05,4.72062235778986e-05,4.88120110168198e-05,4.63347633840751e-05,5.38936101076102e-05,5.26210987649926e-05,6.29520240430641e-05,6.04045936947574e-05,6.75664186443069e-05
"K02628..phycoerythrocyanin.alpha.chain",0,0,0,5.1454471549719e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K02629..phycoerythrocyanin.beta.chain",0,0,0,3.33953016534467e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K02630..phycoerythrocyanin.associated.rod.linker.protein",0,0,0,5.2985734200819e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K02631..bilin.biosynthesis.PecE.protein..EC.4.......",0,7.35778030778633e-10,2.51088575134088e-10,7.397934748536e-09,0,5.00301516724413e-10,0,9.14501844332953e-10,1.28015285195177e-09,2.4985063794843e-10,0,9.28623577370671e-11,1.08161886969135e-10,1.54253333329696e-10,1.42322536607012e-09,0,4.02928773626381e-10,0
"K02632..bilin.biosynthesis.PecF.protein",0,0,0,3.24169329732797e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K02634..apocytochrome.f",0,4.51898323626368e-07,1.54212957493108e-07,7.73640616466123e-07,0,3.07273943034474e-07,0,5.6166647157153e-07,7.8624109933036e-07,1.53452644306858e-07,0,5.70339722497071e-08,6.64305991168176e-08,9.4738929173656e-08,8.74113020728547e-07,0,2.47469793505389e-07,0
"K02635..cytochrome.b6",1.91118233385177e-06,2.57938012291849e-06,2.0090800785567e-06,2.0451041114795e-06,2.53886561414911e-06,1.83129691544465e-06,2.10761356265578e-06,2.48795985795298e-06,2.80768841849565e-06,2.00783696541856e-06,2.05164688663796e-06,1.49147685804525e-06,1.60313424120697e-06,1.6748814118175e-06,1.94431583913094e-06,2.17667863334778e-06,2.42254847506441e-06,2.05532583995039e-06
"K02636..cytochrome.b6.f.complex.iron.sulfur.subunit..EC.1.10.9.1.",9.65093801395381e-06,1.14279662727466e-05,9.26290469445854e-06,8.04447262785844e-06,1.16814451882045e-05,8.06064758450911e-06,1.02895598426949e-05,1.07236309188048e-05,1.13652178780949e-05,9.52037037099048e-06,9.7761528253923e-06,7.35845160531436e-06,7.76344224661562e-06,8.17458384624961e-06,7.33727247859343e-06,1.04266833258067e-05,1.08307127356178e-05,1.02208639281073e-05
"K02637..cytochrome.b6.f.complex.subunit.4",1.69901759620921e-11,2.35491176429368e-07,8.03627472863345e-08,4.06750008474421e-07,4.10294810384437e-11,1.60135016233036e-07,2.87298136708429e-11,2.92698017677251e-07,4.09754691925841e-07,7.99739015179155e-08,2.92795728111379e-11,2.97788318634766e-08,3.46298016416052e-08,4.93925625774931e-08,4.55513757899639e-07,1.63744485988314e-11,1.28965395870991e-07,5.56077186906756e-12
"K02638..plastocyanin",1.03074265084407e-06,8.14472401142104e-07,1.28670890756201e-06,1.03734393994904e-06,1.09909360544059e-06,1.41541262189848e-06,9.05407170058554e-07,1.47111534105656e-06,1.08924787339191e-06,5.21116623447508e-07,3.80134333770028e-07,4.32961792922433e-07,3.80392182400706e-07,5.40078495021642e-07,1.35633928387183e-06,3.6627085345458e-07,5.18163403507435e-07,3.17140673383528e-07
"K02639..ferredoxin",4.19471541621842e-07,7.83778790353419e-07,6.27263056040103e-07,1.3674854213836e-06,4.3785967374669e-07,8.56917597348875e-07,3.67215492529218e-07,9.3836064631561e-07,1.20623093374359e-06,5.50335882949889e-07,4.13416824470756e-07,4.18411367158327e-07,5.08510288007447e-07,5.27313692325001e-07,1.41654468031599e-06,3.44693267723697e-07,6.08075651973644e-07,3.48594701698309e-07
"K02640..cytochrome.b6.f.complex.subunit.5",0,5.44078895843633e-08,1.85670119252319e-08,9.14472545203476e-08,0,3.69953281318084e-08,0,6.7623812195792e-08,9.46622651214424e-08,1.84754713424853e-08,0,6.86680587752161e-09,7.99814585008126e-09,1.14064269069582e-08,1.05241914451922e-07,0,2.97949970083065e-08,0
"K02641..ferredoxin..NADP..reductase..EC.1.18.1.2.",7.97400676045162e-06,1.13093448501092e-05,8.88481953747227e-06,6.13859655168333e-06,7.25367135155573e-06,7.54373705422943e-06,9.82592422212221e-06,1.10303282573097e-05,1.07639103464289e-05,9.60775573500201e-06,5.44395454464944e-06,6.97594289438628e-06,8.55236009236573e-06,9.12426153843444e-06,7.51474782118405e-06,1.42703035076332e-05,1.33555844954828e-05,1.29500923874116e-05
"K02642..cytochrome.b6.f.complex.subunit.6",0,4.81242579862567e-10,1.64226857308681e-10,4.48047879842049e-09,0,3.27226938758721e-10,0,5.98138580449509e-10,8.37296080231898e-10,1.63417172784255e-10,0,6.07375033503169e-11,7.07443051442378e-11,1.00890851559439e-10,9.30874011240352e-10,0,2.63539375204801e-10,0
"K02643..cytochrome.b6.f.complex.subunit.7",0,4.78128399741342e-08,1.63164125048896e-08,7.39927583287055e-08,0,3.2510941285712e-08,0,5.9426795188313e-08,8.31877833971596e-08,1.62359680092945e-08,0,6.03444634709271e-09,7.02865100155669e-09,1.00237974408731e-08,9.24850210640667e-08,0,2.61833979386216e-08,0
"K02647..carbohydrate.diacid.regulator",3.63841653774909e-05,4.13281601176139e-05,3.33623990605355e-05,3.18144019249635e-05,4.2172020200279e-05,3.07580853885153e-05,2.69117491792993e-05,2.23798392024235e-05,2.97144737529345e-05,4.50114802815532e-05,4.35762284890783e-05,6.01364885397863e-05,5.02272913576859e-05,3.8434607169586e-05,4.53151432498376e-05,4.13468350961684e-05,4.28151559509957e-05,4.87407901565362e-05
"K02650..type.IV.pilus.assembly.protein.PilA",8.77147687693809e-05,9.53729611927046e-05,8.28733467595166e-05,7.56494197247578e-05,8.9520216746093e-05,8.27668399103153e-05,6.57534292297967e-05,6.39894075634064e-05,6.81006983468976e-05,9.43540297182533e-05,8.75104338571257e-05,9.97908266972767e-05,9.71387812945381e-05,8.86537288560196e-05,7.98088497761489e-05,9.45059013055551e-05,9.14421508385234e-05,0.000105179004988135
"K02651..pilus.assembly.protein.Flp.PilA",7.3957473779491e-05,7.62696997615463e-05,7.26696349098525e-05,6.58241042934452e-05,7.14085939256185e-05,6.54459599840146e-05,7.28299594906712e-05,7.45664504225853e-05,7.23626210929989e-05,7.46831657156315e-05,7.30317956675451e-05,6.54412118577931e-05,7.14029752387607e-05,7.6237812653117e-05,6.99272825973952e-05,7.87529862513031e-05,7.81948835021208e-05,7.67560559637601e-05
"K02652..type.IV.pilus.assembly.protein.PilB",0.000613820248890583,0.000678462250964523,0.000568680728421986,0.000493931210408164,0.000576457378612778,0.000557538258203995,0.000525987672077507,0.000558442990288423,0.000538311926639801,0.000616013655886581,0.00056274719673181,0.00055007870513618,0.000540743326825536,0.000530106192455266,0.000462737205963378,0.000601411853944768,0.000577781817960441,0.000646968845461078
"K02653..type.IV.pilus.assembly.protein.PilC",0.000406251229514151,0.000446080899133374,0.00037363236801876,0.000320590846863736,0.000371795592064125,0.000361013184236066,0.000344178114213264,0.000365308424856279,0.00035376512452177,0.000404423974852821,0.000369121402034266,0.000363542137427521,0.000356052240033753,0.00034831803724974,0.000305701994434066,0.000389925181714134,0.000375629280248382,0.000427206039328561
"K02654..leader.peptidase..prepilin.peptidase....N.methyltransferase..EC.3.4.23.43.2.1.1...",0.000266290679980028,0.00028359630210813,0.000252865930533321,0.000237926771736746,0.000251602996460016,0.000249245761397793,0.000256731845011221,0.000266291341535148,0.000264819159897038,0.000269328892541027,0.000250733397174711,0.000258118672111432,0.000252306259660424,0.000244517318912276,0.000241915373332777,0.000265343333984643,0.000262693644893837,0.000281539720318136
"K02655..type.IV.pilus.assembly.protein.PilE",3.78950096617098e-05,3.86454775488123e-05,3.55136891494731e-05,3.41859843321924e-05,4.14324355479668e-05,3.77615183039582e-05,2.62336429522696e-05,2.32233630539838e-05,2.73337297979957e-05,4.36435983974128e-05,4.29057486654736e-05,5.09719952127759e-05,5.01487803922369e-05,4.02373620846001e-05,4.2533518559672e-05,4.00185538879663e-05,3.98423075270487e-05,4.61884844588575e-05
"K02656..type.IV.pilus.assembly.protein.PilF",5.4254370028998e-05,5.87435402899913e-05,4.90887764971423e-05,4.43425673401206e-05,5.96660309561167e-05,4.6962075359776e-05,3.59554644024936e-05,3.03738397628646e-05,3.79610030345267e-05,6.38136398116516e-05,6.36535709204143e-05,8.00501097363631e-05,7.27175645784179e-05,5.7405468475838e-05,6.21046032882646e-05,5.9927209764395e-05,6.02301588599671e-05,7.06844673568776e-05
"K02657..twitching.motility.two.component.system.response.regulator.PilG",3.80808927229131e-05,4.29329545865893e-05,3.53638265011457e-05,3.06600574754152e-05,4.18267766305114e-05,3.33965241015346e-05,2.75853274848229e-05,2.46431558806606e-05,2.85180879810987e-05,4.49206897138509e-05,4.35193381205597e-05,5.318723312739e-05,4.90632402303273e-05,3.96510085512282e-05,4.02850159168763e-05,4.47068767507574e-05,4.42534961410929e-05,4.99941351639201e-05
"K02658..twitching.motility.two.component.system.response.regulator.PilH",6.65381518925856e-05,7.47513927398567e-05,6.25994670219164e-05,5.33015331302603e-05,7.23112715932043e-05,5.76826628162511e-05,5.23437566341016e-05,4.86045316755804e-05,5.42271035054125e-05,7.45187921298852e-05,7.25708814307994e-05,8.40093552905684e-05,7.73479853993065e-05,6.69871995487638e-05,6.50970068040204e-05,7.5109607853214e-05,7.52954036673239e-05,8.38315832122696e-05
"K02659..twitching.motility.protein.PilI",3.10302883801162e-05,3.45815754954996e-05,2.79948305832725e-05,2.51632821802674e-05,3.51997538572451e-05,2.6238940224563e-05,2.00249054742622e-05,1.64458284983271e-05,2.10667745786619e-05,3.71581945013772e-05,3.76222464641666e-05,4.8705187260921e-05,4.27650101466688e-05,3.20530030584952e-05,3.58497124689266e-05,3.45365710643136e-05,3.51698228038639e-05,4.14857609130704e-05
"K02660..twitching.motility.protein.PilJ",0.000133649949565516,0.000149171066464347,0.000122739479163329,0.000110493402224181,0.000149638486269195,0.000116330235407747,9.34715756904842e-05,7.97526745306551e-05,9.79124681742757e-05,0.000158256808086469,0.000156672436890448,0.000201211885700599,0.00018032802211714,0.000138174890684876,0.000150226934626422,0.000153427771232382,0.000154489424479611,0.000178651413428717
"K02661..type.IV.pilus.assembly.protein.PilK",1.44149397019773e-08,1.02853706740715e-08,1.73665412663169e-08,3.1389062620736e-08,2.54311941281375e-08,4.00302782438208e-08,1.36408586052684e-08,9.27212591942801e-09,2.02789187282598e-08,1.09532690887252e-08,1.0399000353968e-08,5.47770194973668e-09,1.76376500482203e-08,1.57852977384951e-08,1.4820558164079e-09,7.26496137387861e-09,7.93382265839312e-09,5.57786157410877e-09
"K02662..type.IV.pilus.assembly.protein.PilM",0.000221952879643468,0.00024651383541679,0.000203418576771647,0.000172125807729064,0.000209073277198796,0.000196572890405494,0.000176994852314106,0.000181386376644308,0.000181411051392747,0.00023230386372725,0.000214523033710805,0.000230083571594404,0.000218092082375546,0.000201399257996545,0.000184330977182397,0.000223507070408553,0.000216373759419514,0.00024874489659719
"K02663..type.IV.pilus.assembly.protein.PilN",0.000109575917324645,0.000122409619338501,9.32276665084378e-05,7.80102009007535e-05,0.0001013300297674,7.83549320366215e-05,8.48214025856984e-05,8.66826300690322e-05,8.81591946084866e-05,0.000117313458031936,0.000110340140149827,0.000122662717893609,0.000111108001509872,9.82705205424025e-05,9.70654957901669e-05,0.000105633354802031,0.000104515684176665,0.000122653943277537
"K02664..type.IV.pilus.assembly.protein.PilO",5.89586246181037e-05,6.39367171013787e-05,5.38128748265763e-05,4.81667957604499e-05,6.48012059360554e-05,5.51111094994857e-05,3.90274328989322e-05,3.51772731240829e-05,4.01055497206521e-05,6.5955649227327e-05,6.89376067454955e-05,7.74600911267682e-05,7.03274248432546e-05,5.7315672877274e-05,5.69626001855096e-05,5.96421158801193e-05,5.88098074424674e-05,6.85160054300452e-05
"K02665..type.IV.pilus.assembly.protein.PilP",4.29427913755107e-05,4.66390126763984e-05,3.89279654512092e-05,3.41402737222193e-05,4.72419903753846e-05,3.72328469642914e-05,2.77280012298906e-05,2.39213082793448e-05,2.88032221932467e-05,4.95087853289064e-05,5.1072538633658e-05,6.03484782082554e-05,5.46604376816687e-05,4.40620954764087e-05,4.55519863912685e-05,4.5757548362725e-05,4.58666557211033e-05,5.3645063022059e-05
"K02666..type.IV.pilus.assembly.protein.PilQ",0.000237100016121947,0.000241631756739555,0.00023168175673913,0.000221936945254946,0.000256580819409306,0.000258587766189469,0.000184817061361052,0.000170113093378882,0.000189330256048813,0.000256105842311436,0.00026802997703757,0.000297721059479771,0.000276240337963786,0.000237228782247456,0.000245136172728498,0.000238869226143005,0.000241982187772207,0.000268465985996299
"K02667..two.component.system..NtrC.family..response.regulator.PilR",0.00035827066853169,0.000384241685139706,0.000338498854190221,0.000292839224920836,0.0003637878643726,0.0003327787367352,0.000285835113450482,0.000281030923478419,0.000291259431475605,0.000373622985709909,0.000373184523918827,0.000373301040302518,0.000362271095573512,0.000341470224058977,0.000305696536127319,0.000364451982613353,0.000360253936165232,0.000395725711661214
"K02668..two.component.system..NtrC.family..sensor.histidine.kinase.PilS..EC.2.7.13.3.",0.000172268908929397,0.00018637315628091,0.000160818386035044,0.000138164266880285,0.000178753516357928,0.000161313441282256,0.000124310771086438,0.000118989824422449,0.000126315873424721,0.00018510600393892,0.000184125155239952,0.00020796755498866,0.00019051982223884,0.000164029938597206,0.000159550821564564,0.0001744296719736,0.000172563107417515,0.000198959972659319
"K02669..twitching.motility.protein.PilT",0.000407138232104641,0.000436514233573093,0.000412833620639858,0.000381069948554267,0.000417233379045788,0.000500391888298465,0.000357897300385731,0.000372187265983917,0.000354283057000001,0.000395967876666533,0.000379085180348527,0.000374706738319164,0.000364134023219701,0.000353584922949973,0.000298151857994367,0.000393660149356596,0.000379439132093807,0.000420612315043181
"K02670..twitching.motility.protein.PilU",0.000159462336359169,0.000175287225306969,0.000143529180226749,0.000130535086638697,0.00018020169976187,0.000136914369116905,0.000104447273025956,8.66099938771283e-05,0.000110268703926582,0.000190267807734173,0.000193604123450652,0.000246700117612072,0.000219958193590734,0.000167881967944802,0.000182666462029076,0.000177647967035442,0.00017958781608963,0.000212205706829155
"K02671..type.IV.pilus.assembly.protein.PilV",3.04673930929718e-05,3.1744609353447e-05,2.79912062954363e-05,2.6252954350638e-05,3.36912420631384e-05,2.8363681309951e-05,2.02595771183098e-05,1.78121566116102e-05,2.12955028693651e-05,3.47877942662756e-05,3.66373134121563e-05,4.1988109772202e-05,3.95479658722219e-05,3.20060413062736e-05,3.41020905129916e-05,3.16836050687308e-05,3.16512932047476e-05,3.66681543354453e-05
"K02672..type.IV.pilus.assembly.protein.PilW",6.58473818140689e-05,6.81861239660816e-05,6.11966209814028e-05,5.72492285323974e-05,7.22310204640819e-05,6.16631292003377e-05,4.40426824342723e-05,3.83735028483885e-05,4.63203816035715e-05,7.56513068407187e-05,7.84629046148208e-05,9.33091948949571e-05,8.79174440169442e-05,7.09903803581029e-05,7.60867672396096e-05,7.07430403875746e-05,7.10491407492395e-05,8.28960163827282e-05
"K02673..type.IV.pilus.assembly.protein.PilX",2.70718600653052e-05,2.96953266906743e-05,2.45717939476021e-05,2.29241193702856e-05,3.09020525836827e-05,2.4177958408339e-05,1.78910498469913e-05,1.48902421976109e-05,1.90574440645256e-05,3.29966527098586e-05,3.33718644089091e-05,4.20715639686032e-05,3.85234187929366e-05,3.03437434108924e-05,3.40414699977031e-05,3.04970203207378e-05,3.09603203824536e-05,3.60134276347996e-05
"K02674..type.IV.pilus.assembly.protein.PilY1",0.000305980634191688,0.000328463226787444,0.000278454193394534,0.000257895793323033,0.000343645305850548,0.000282161345963767,0.000203612473917648,0.000183575757989248,0.000209863308400474,0.000345734079090273,0.000373444289126492,0.000406249028826292,0.00037394300575823,0.000307864956538668,0.000311035140464525,0.000303489583963644,0.00030364875343778,0.000347252784572482
"K02675..type.IV.pilus.assembly.protein.PilY2",5.03660056148313e-09,3.58433731907981e-09,6.05134295498364e-09,1.12446181821171e-08,8.96913270669427e-09,1.4321184367461e-08,4.82066237255007e-09,3.13227461983205e-09,7.10753636170546e-09,3.68607511347354e-09,3.55789047036712e-09,1.9858650924285e-09,6.21279723463362e-09,5.65502109507922e-09,5.15172222658894e-10,2.43751935218269e-09,2.50561134035105e-09,1.84391794378985e-09
"K02676..type.IV.pilus.assembly.protein.PilZ",2.44358166526069e-05,2.6411551360587e-05,2.26398547875631e-05,2.0101402360132e-05,2.71985385959972e-05,2.14883771088256e-05,1.60272480980718e-05,1.35123511528112e-05,1.66688113095252e-05,2.86883077515934e-05,2.93368165174198e-05,3.66419755883224e-05,3.31364743799224e-05,2.63936788633361e-05,2.80301076429407e-05,2.72243003441065e-05,2.76943513069017e-05,3.25359253806196e-05
"K02679..prepilin.peptidase.dependent.protein.A",3.09567916819096e-07,2.381867373208e-07,3.3455694473675e-07,2.89753583385219e-07,2.78296378169248e-07,4.0673892781307e-07,2.2998949414133e-07,3.91084876268618e-07,5.55831693771729e-07,5.09558180795994e-07,1.46763645838332e-07,4.38573643203764e-07,4.26873530770203e-07,3.4699061546045e-07,1.39879376219228e-06,3.88847762100306e-07,1.64694476065163e-07,9.67239352407139e-08
"K02680..prepilin.peptidase.dependent.protein.B",4.00102183648868e-07,2.07395157656618e-07,3.83644826373658e-07,4.48931395087983e-07,3.3869877651159e-07,5.23552854127155e-07,3.23968170908609e-07,3.02847401802737e-07,6.82494774420987e-07,4.65606858190985e-07,1.85355990290345e-07,4.12902682769078e-07,4.33419545415226e-07,4.17330152790965e-07,9.02215104101097e-07,9.80909544895802e-08,1.89144319819176e-07,1.19385090826249e-07
"K02681..prepilin.peptidase.dependent.protein.C",2.07431248109984e-07,1.00775575415347e-07,1.84347989582964e-07,1.89183993457863e-07,1.84255284435149e-07,2.19550155643573e-07,1.50846065622234e-07,1.21013052146046e-07,3.14279826917927e-07,2.56960866720268e-07,8.94735070122055e-08,2.26944949107115e-07,2.41814377719614e-07,2.23050810878993e-07,4.82049212921207e-07,3.45621967385105e-08,1.01725810822833e-07,5.92872120636051e-08
"K02682..prepilin.peptidase.dependent.protein.D",4.98647699687646e-07,3.83500644046361e-07,4.56143293041158e-07,4.66670722373375e-07,5.13261487308938e-07,5.02962723306904e-07,3.4159547411371e-07,2.84513481903476e-07,5.679669246305e-07,5.98907043396637e-07,3.82403242117616e-07,6.41763287912541e-07,6.11367882435385e-07,5.25532578612142e-07,8.86229229356603e-07,2.99606940980734e-07,3.92137951067223e-07,3.86317828562932e-07
"K02683..DNA.primase..EC.2.7.7...",1.90773166642019e-05,1.19244254592702e-05,2.30053649225674e-05,1.34451578957645e-05,2.06694290512039e-05,2.46389788111269e-05,1.67459744651419e-05,2.53496214251313e-05,1.55252982077289e-05,6.97133495983149e-06,4.4502841814811e-06,5.857508519964e-06,3.33814780587523e-06,6.32796605856848e-06,1.78702850430625e-05,3.48662099694798e-06,5.52295400266582e-06,3.40578391023108e-06
"K02685..DNA.primase.large.subunit..EC.2.7.7...",2.3724185989237e-05,1.43349930694773e-05,2.89902048156099e-05,1.69196889211384e-05,2.60871993379789e-05,3.13609502988692e-05,2.07802441776268e-05,3.16517957188466e-05,1.9132833300971e-05,8.23594962181115e-06,5.26200871828164e-06,6.99379674440115e-06,3.869425489817e-06,7.69318270941674e-06,2.24703283719598e-05,3.90079020368254e-06,6.55028412818873e-06,3.62851922964595e-06
"K02686..primosomal.replication.protein.N",8.25879065000481e-06,5.99438742561036e-06,7.59284873737668e-06,7.79529344238711e-06,7.84077350003546e-06,8.80188679017859e-06,5.78620198270197e-06,5.54204258089342e-06,5.55474332204216e-06,7.14921491609642e-06,8.16212346088751e-06,6.62935598801698e-06,8.38488259190441e-06,6.93986039235451e-06,6.02186356251703e-06,6.12032362960575e-06,5.46723914247957e-06,6.41778439728124e-06
"K02687..ribosomal.protein.L11.methyltransferase..EC.2.1.1...",0.000227863368834893,0.000218239194791678,0.000236193052865401,0.000240002224080733,0.000250072636483281,0.000258944616854242,0.000199413698597561,0.00018879493877323,0.000193506063375014,0.000234300029182922,0.000256078929828651,0.000248852856484181,0.00026130277475478,0.00025299275694912,0.000240048435796952,0.00023441908489714,0.000230668417164182,0.00022825888092654
"K02688..transcriptional.regulator..propionate.catabolism.operon.regulatory.protein",0.000151330314964708,0.000157395517366198,0.000146606729386335,0.000132925639322142,0.000156003623220674,0.000150782523172647,0.00012098014021669,0.00011553530216208,0.000120991336474828,0.000155866010949517,0.000156546576450992,0.000174220888746604,0.000163046167038829,0.000144969397356562,0.000136257448124826,0.000154152693323351,0.000153000679087681,0.00017274361963093
"K02689..photosystem.I.P700.chlorophyll.a.apoprotein.A1",1.95211265346266e-08,1.17760039360986e-06,4.15071798764357e-07,1.99796925336688e-06,1.77911540579582e-08,8.10028235598915e-07,1.19315730392163e-08,1.45671911545862e-06,2.0337341884237e-06,4.09929024459052e-07,1.8961143610288e-08,1.60833197911883e-07,1.87791917147952e-07,2.56793914328216e-07,2.2580750928212e-06,1.47816842036324e-08,6.49425907468382e-07,1.54164647279245e-08
"K02690..photosystem.I.P700.chlorophyll.a.apoprotein.A2",1.89571680895977e-07,1.27354030681114e-06,5.65819554540069e-07,2.18295315649573e-06,1.84694090463887e-07,9.83920651318598e-07,1.5672050847127e-07,1.53956708335975e-06,2.10014881267297e-06,5.69880616874481e-07,2.23279041914987e-07,3.16538327291649e-07,3.86220327360399e-07,4.33057924834698e-07,2.34820703984586e-06,1.93653852419577e-07,7.84893509016001e-07,1.86325154064128e-07
"K02691..photosystem.I.subunit.VII",0,1.28545481512721e-07,4.38669006722014e-08,2.16688349562089e-07,0,8.74061152666203e-08,0,1.59769760724778e-07,2.23651506134099e-07,4.36506245332625e-08,0,1.6223692459376e-08,1.8896625422559e-08,2.6949118046953e-08,2.48647258180565e-07,0,7.03944274692759e-08,0
"K02692..photosystem.I.subunit.II",0,2.09643586501817e-07,7.15421053888171e-08,3.60215950123811e-07,0,1.42549790712575e-07,0,2.60566962437844e-07,3.64751085146824e-07,7.11893827189234e-08,0,2.64590636206026e-08,3.0818324220713e-08,4.39510568083639e-08,4.05516416177246e-07,0,1.14805593092284e-07,0
"K02693..photosystem.I.subunit.IV",0,1.03223985223915e-07,3.52257913193018e-08,1.82756447220216e-07,0,7.01884457126452e-08,0,1.28297558391042e-07,1.79595575766761e-07,3.50521182760536e-08,0,1.30278728664472e-08,1.5174278865703e-08,2.16405534472321e-08,1.99667546477374e-07,0,5.65278005529539e-08,0
"K02694..photosystem.I.subunit.III",0,2.58897965077562e-07,8.83504514094384e-08,4.31321752283259e-07,0,1.7604092428269e-07,0,3.21785452478006e-07,4.50446947984867e-07,8.79148588735733e-08,0,3.26754461872001e-08,3.80588863269326e-08,5.42770678586682e-08,5.00789824795926e-07,0,1.41778410334805e-07,0
"K02696..photosystem.I.subunit.VIII",0,4.93005956567247e-08,1.68241178709957e-08,7.97995482780265e-08,0,3.35225594550229e-08,0,6.1275933459275e-08,8.57762742196706e-08,1.67411702453728e-08,0,6.22221561260866e-09,7.24735617519139e-09,1.0335700302361e-08,9.53628069416051e-08,0,2.69981267665637e-08,0
"K02697..photosystem.I.subunit.IX",0,5.97409799595498e-08,2.03869603435747e-08,9.71816400003767e-08,0,4.06216299401277e-08,0,7.42523343588432e-08,1.03941110871005e-07,2.02864469040509e-08,0,7.5398938545309e-09,8.78212837501024e-09,1.25244909601217e-08,1.1555778307534e-07,0,3.27155185169992e-08,0
"K02698..photosystem.I.subunit.X",1.6590406570254e-06,2.10523814556789e-06,1.66025336677358e-06,1.51920754833471e-06,2.21280877398541e-06,1.43682165124404e-06,1.92808745560784e-06,2.0524108978493e-06,2.26463784812118e-06,1.6542434638839e-06,1.69573086450404e-06,1.18667917411103e-06,1.33193863571218e-06,1.42258783533443e-06,1.3754185140826e-06,1.97643072023314e-06,2.12825389952256e-06,1.88108533221888e-06
"K02699..photosystem.I.subunit.XI",0,2.77720523669901e-07,9.47737600971508e-08,4.55940711483925e-07,0,1.88839559493932e-07,0,3.45180095736848e-07,4.83195618174861e-07,9.43064988456732e-08,0,3.50510365098399e-08,4.08258668153009e-08,5.82231525244326e-08,5.37198553682013e-07,0,1.52086071250008e-07,0
"K02700..photosystem.I.subunit.XII",0,4.82726465149214e-08,1.64733241879435e-08,7.79792622726078e-08,0,3.2823592520368e-08,0,5.99982908187836e-08,8.39877837096341e-08,1.63921060736874e-08,0,6.09247841341472e-09,7.09624413564315e-09,1.0120194300573e-08,9.33744310558828e-08,0,2.64351984515952e-08,0
"K02702..photosystem.I.4.8kDa.protein",0,0,0,4.9383307278947e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K02703..photosystem.II.P680.reaction.center.D1.protein",1.39718869565631e-09,1.24142866606524e-06,4.25344819958574e-07,2.35229678464041e-06,1.84889562395782e-09,8.45571916933131e-07,2.90174532040647e-09,1.54409210051108e-06,2.16158371879248e-06,4.22506562485247e-07,1.68733114409727e-09,1.58573477580458e-07,1.83847381309766e-07,2.61518542077259e-07,2.40231981867185e-06,1.16636227318422e-09,6.80931836267579e-07,1.15290774812982e-09
"K02704..photosystem.II.CP47.chlorophyll.apoprotein",8.57227577512858e-09,7.82138354275567e-07,2.76429080343958e-07,1.30994367575701e-06,1.1200088595278e-08,5.39885269339845e-07,1.68488085765371e-08,9.78475526320505e-07,1.36917523207672e-06,2.71744307634585e-07,1.03343416090007e-08,1.0967965386115e-07,1.23416114354226e-07,1.71239480897238e-07,1.51716983653278e-06,7.14632515771206e-09,4.34760688641622e-07,6.95013734500803e-09
"K02705..photosystem.II.CP43.chlorophyll.apoprotein",2.42718126557215e-09,7.10151105959211e-07,2.42343236500957e-07,1.28039642121485e-06,0,4.84280744412942e-07,0,8.8265002349625e-07,1.23556551783469e-06,2.4159935940822e-07,0,8.96279900871337e-08,1.04394641373678e-07,1.5017991753846e-07,1.3736548598418e-06,0,3.88894887104412e-07,0
"K02706..photosystem.II.P680.reaction.center.D2.protein",0,6.58374840433424e-07,2.24674281744485e-07,1.22559891572169e-06,0,4.47670244915392e-07,0,8.18297068752688e-07,1.14548191761343e-06,2.23566574442853e-07,0,8.30933208113239e-08,9.67833532606616e-08,1.38026020714142e-07,1.27350333129086e-06,0,3.60541027246457e-07,0
"K02707..photosystem.II.cytochrome.b559.subunit.alpha",0,1.18209597900388e-07,4.03397196741143e-08,1.9668129001595e-07,0,8.03781013390166e-08,0,1.46923244206357e-07,2.05668486350583e-07,4.01408335279926e-08,0,1.49192032229667e-08,1.73772151816468e-08,2.47822355995077e-08,2.28654419141523e-07,0,6.47342626722175e-08,0
"K02708..photosystem.II.cytochrome.b559.subunit.beta",0,1.19890050264307e-07,4.09131839146688e-08,1.82245109854829e-07,0,8.15207460379378e-08,0,1.49011886054621e-07,2.08592242967729e-07,4.0711470428802e-08,0,1.51312926875206e-08,1.76242474264814e-08,2.51345366574259e-08,2.31904940808052e-07,0,6.5654516582782e-08,0
"K02709..photosystem.II.PsbH.protein",0,9.49423886896375e-08,3.23996478539599e-08,1.55645490469186e-07,0,6.45572700948925e-08,0,1.18004324578933e-07,1.65186733726656e-07,3.22399084916285e-08,0,1.19826546785838e-08,1.39568558511607e-08,1.99043452196609e-08,1.83648342633153e-07,0,5.19926100530505e-08,0
